id_production,id_content,title_production,genre,premiere,runtime,imdb_score,language,type,title_content,director,cast,country,date_added,release_year,rating,duration,listed_in,description,id_oscar,id_inf,id_res,title_oscar,year_ceremony,category,name,winner,directed_by,based_on,starring,distributed_by,budget,budget_x_million,box_office,box_office_x_million,imdb,metascore,rotten_tomatoes
314.0,4183.0,Soni,Crime drama,"January 18, 2019",97.0,7.2,Hindi,Movie,Heavy,James Mangold,"Pruitt Taylor Vince, Shelley Winters, Liv Tyler, Debbie Harry, Evan Dando, Joe Grifasi, David Patrick Kelly, Marian Quinn",United States,"August 3, 2021",1995,R,104 min,"Dramas, Independent Movies, Romantic Movies",Overweight Victor hides from the world making pizzas in his mother's gloomy dive until a new waitress blows in and disrupts his isolation.,311.0,105.0,9716.0,Big Hero 6,2015.0,ANIMATED FEATURE FILM,Don Hall. Chris Williams and Roy Conli,1.0,['Don Hall'. 'Chris Williams'],['Man of Action'],['Scott Adsit'. 'Ryan Potter'. 'Daniel Henney'. 'T.J. Miller'. 'Jamie Chung'. 'Damon Wayans Jr.'. 'Genesis Rodriguez'. 'James Cromwell'. 'Maya Rudolph'. 'Alan Tudyk'],['Walt Disney Studios'. 'Motion Pictures'],$165million,165.0,$657.9million,657.9,7.8,74.0,9.0
315.0,4204.0,ReMastered: Massacre at the Stadium,Documentary,"January 11, 2019",64.0,7.3,English/Spanish,Movie,Ije: The Journey,Chineze Anyaene,"Genevieve Nnaji, Omotola Jalade-Ekeinde, Odalys Garcia, Ulrich Que, Jeff Swarthout, Clem Ohameze, Ann D. Carey, Anahit Setian, Danielle Soibelman, Jon Morgan Woodward","United States, Nigeria","August 3, 2021",2010,TV-MA,106 min,"Dramas, International Movies","When her sister is accused of multiple murders, a Nigerian woman travels to Los Angeles to uncover the truth and fight for her sibling’s freedom.",312.0,828.0,2190.0,Bill and Coo,1948.0,SPECIAL AWARD,Bill and Coo,1.0,Dean Riesner,NA,NA,Republic Pictures,NA,NA,NA,NA,5.5,NA,NA
316.0,4206.0,The Last Laugh,Comedy-drama,"January 11, 2019",98.0,5.6,English,TV Show,Office Girls,Hsu Fu-chun,"Roy Chiu, Alice Ko, Tia Lee, Patrick Lee, Kuo Shu-yao, James Wen, Janel Tsai",Taiwan,"August 3, 2021",2011,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A department store mogul has his son work incognito in a menial job to prove his worthiness, while female co-workers teach him how normal people live.",313.0,473.0,6802.0,Bird,1989.0,SOUND,Les Fresholtz. Dick Alexander. Vern Poore. Willie D. Burton,1.0,Clint Eastwood,NA,['Forest Whitaker'. 'Diane Venora'. 'Samuel E. Wright'. 'Keith David'],Warner Bros.,$9 – $14.4 million,9.0,$2.2 million,2.2,7.2,78.0,83.0
317.0,4215.0,Lionheart,Comedy,"January 4, 2019",94.0,5.7,English,Movie,Pray Away,Kristine Stolakis,NA,United States,"August 3, 2021",2021,PG-13,102 min,"Documentaries, LGBTQ Movies","Ex-leaders and a survivor of the so-called ""conversion therapy"" movement speak out about its harm to the LGBTQ+ community and its devastating persistence.",314.0,94.0,9699.0,Birdman or (The Unexpected Virtue of Ignorance),2015.0,ACTOR IN A LEADING ROLE,Michael Keaton,0.0,Alejandro G. Iñárritu,NA,['Michael Keaton'. 'Zach Galifianakis'. 'Edward Norton'. 'Andrea Riseborough'. 'Amy Ryan'. 'Emma Stone'. 'Naomi Watts'],Fox Searchlight Pictures,$18 million,18.0,$103.2 million,103.2,7.7,87.0,91.0
318.0,4269.0,Bird Box,Psychological thriller,"December 21, 2018",124.0,6.6,English,Movie,Shiny_Flakes: The Teenage Drug Lord,"Eva Müller, Michael Schmitt",Maximilian Schmidt,NA,"August 3, 2021",2021,TV-MA,97 min,"Documentaries, International Movies","Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast).""",315.0,94.0,9703.0,Birdman or (The Unexpected Virtue of Ignorance),2015.0,ACTOR IN A SUPPORTING ROLE,Edward Norton,0.0,Alejandro G. Iñárritu,NA,['Michael Keaton'. 'Zach Galifianakis'. 'Edward Norton'. 'Andrea Riseborough'. 'Amy Ryan'. 'Emma Stone'. 'Naomi Watts'],Fox Searchlight Pictures,$18 million,18.0,$103.2 million,103.2,7.7,87.0,91.0
319.0,4294.0,Springsteen on Broadway,One-man show,"December 16, 2018",153.0,8.5,English,TV Show,The Prince Who Turns into a Frog,NA,"Joe Chen, Ming Dao, Sam Wang, Joyce Chao, Gino, Su Li-hsin, Wang Chuan, Ehlo Huang",Taiwan,"August 3, 2021",2005,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Before his wedding, a cold CEO is hit by a car and awakens a changed man. As he and the driver fall in love, more changes appear on the road ahead.",316.0,94.0,9714.0,Birdman or (The Unexpected Virtue of Ignorance),2015.0,ACTRESS IN A SUPPORTING ROLE,Emma Stone,0.0,Alejandro G. Iñárritu,NA,['Michael Keaton'. 'Zach Galifianakis'. 'Edward Norton'. 'Andrea Riseborough'. 'Amy Ryan'. 'Emma Stone'. 'Naomi Watts'],Fox Searchlight Pictures,$18 million,18.0,$103.2 million,103.2,7.7,87.0,91.0
320.0,4323.0,ReMastered: Who Killed Jam Master Jay?,Documentary,"December 7, 2018",58.0,6.6,English,TV Show,Top Secret UFO Projects: Declassified,NA,NA,NA,"August 3, 2021",2021,TV-PG,1 Season,Docuseries,"Though claims of extraterrestrial encounters have long been dismissed, many believe the existence of UFOs is not just likely, but a certainty.",317.0,94.0,9721.0,Birdman or (The Unexpected Virtue of Ignorance),2015.0,CINEMATOGRAPHY,Emmanuel Lubezki,1.0,Alejandro G. Iñárritu,NA,['Michael Keaton'. 'Zach Galifianakis'. 'Edward Norton'. 'Andrea Riseborough'. 'Amy Ryan'. 'Emma Stone'. 'Naomi Watts'],Fox Searchlight Pictures,$18 million,18.0,$103.2 million,103.2,7.7,87.0,91.0
321.0,4314.0,"Out of Many, One",Documentary,"December 12, 2018",34.0,5.7,English,TV Show,Two Fathers,NA,"Weber Yang, Lin Yo-Wei, Megan Lai, Amanda Chou, Lucia Xie, Cherry Leung",Taiwan,"August 3, 2021",2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","When two single guys learn a woman they both slept with disappeared after giving birth, they decide to raise her baby girl together as a family.",318.0,94.0,9731.0,Birdman or (The Unexpected Virtue of Ignorance),2015.0,DIRECTING,Alejandro G. Iñárritu,1.0,Alejandro G. Iñárritu,NA,['Michael Keaton'. 'Zach Galifianakis'. 'Edward Norton'. 'Andrea Riseborough'. 'Amy Ryan'. 'Emma Stone'. 'Naomi Watts'],Fox Searchlight Pictures,$18 million,18.0,$103.2 million,103.2,7.7,87.0,91.0
322.0,4316.0,5 Star Christmas,Comedy,"December 7, 2018",95.0,4.6,Italian,TV Show,You're My Destiny,NA,"Joe Chen, Ethan Juan, Baron Chen, Bianca Bai, Na Wei-hsun, Tan Ai-Chen",Taiwan,"August 3, 2021",2008,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A young woman's romantic cruise ends in a twist when she gets pregnant after a one-night stand with a rich executive, turning their lives upside down.",319.0,94.0,9770.0,Birdman or (The Unexpected Virtue of Ignorance),2015.0,BEST PICTURE,Alejandro G. Iñárritu. John Lesher and James W. Skotchdopole. Producers,1.0,Alejandro G. Iñárritu,NA,['Michael Keaton'. 'Zach Galifianakis'. 'Edward Norton'. 'Andrea Riseborough'. 'Amy Ryan'. 'Emma Stone'. 'Naomi Watts'],Fox Searchlight Pictures,$18 million,18.0,$103.2 million,103.2,7.7,87.0,91.0
323.0,4320.0,Mowgli: Legend of the Jungle,Adventure,"December 7, 2018",104.0,6.5,English,TV Show,30 Rock,NA,"Tina Fey, Alec Baldwin, Tracy Morgan, Jane Krakowski, Jack McBrayer, Scott Adsit, Judah Friedlander, Katrina Bowden, Keith Powell, Lonny Ross, John Lutz, Kevin Brown, Grizz Chapman, Maulik Pancholy",United States,"August 1, 2021",2012,TV-14,7 Seasons,TV Comedies,Liz Lemon juggles the demands of running an NBC sketch comedy show with trying to fix her disaster of a personal life and eating her night cheese.,320.0,94.0,9793.0,Birdman or (The Unexpected Virtue of Ignorance),2015.0,SOUND EDITING,Martín Hernández and Aaron Glascock,0.0,Alejandro G. Iñárritu,NA,['Michael Keaton'. 'Zach Galifianakis'. 'Edward Norton'. 'Andrea Riseborough'. 'Amy Ryan'. 'Emma Stone'. 'Naomi Watts'],Fox Searchlight Pictures,$18 million,18.0,$103.2 million,103.2,7.7,87.0,91.0
324.0,4325.0,The American Meme,Documentary,"December 7, 2018",98.0,6.6,English,TV Show,44 Cats,NA,"Sarah Natochenny, Suzy Myers, Simona Berman, Erica Schroeder, Marca Leigh, Scottie Ray, Henry F. Benjamin",Italy,"August 1, 2021",2020,TV-Y7,3 Seasons,Kids' TV,"Paw-esome tales abound when singing furry friends Lampo, Milady, Pilou and Meatball band together.",321.0,94.0,9798.0,Birdman or (The Unexpected Virtue of Ignorance),2015.0,SOUND MIXING,Jon Taylor. Frank A. Montaño and Thomas Varga,0.0,Alejandro G. Iñárritu,NA,['Michael Keaton'. 'Zach Galifianakis'. 'Edward Norton'. 'Andrea Riseborough'. 'Amy Ryan'. 'Emma Stone'. 'Naomi Watts'],Fox Searchlight Pictures,$18 million,18.0,$103.2 million,103.2,7.7,87.0,91.0
325.0,4352.0,A Christmas Prince: The Royal Wedding,Romantic comedy,"November 30, 2018",92.0,5.3,English,Movie,Beethoven,Brian Levant,"Charles Grodin, Bonnie Hunt, Dean Jones, Oliver Platt, Stanley Tucci, Nicholle Tom, Christopher Castile, Sarah Rose Karr, David Duchovny, Patricia Heaton, O-Lan Jones, Nancy Fish",United States,"August 1, 2021",1992,PG,87 min,"Children & Family Movies, Comedies","A father reluctantly agrees to let his children keep a St. Bernard puppy, but the playful pooch soon turns into a full-grown engine of destruction.",322.0,94.0,9812.0,Birdman or (The Unexpected Virtue of Ignorance),2015.0,WRITING (Original Screenplay),Written by Alejandro G. Iñárritu. Nicolás Giacobone. Alexander Dinelaris. Jr. & Armando Bo,1.0,Alejandro G. Iñárritu,NA,['Michael Keaton'. 'Zach Galifianakis'. 'Edward Norton'. 'Andrea Riseborough'. 'Amy Ryan'. 'Emma Stone'. 'Naomi Watts'],Fox Searchlight Pictures,$18 million,18.0,$103.2 million,103.2,7.7,87.0,91.0
326.0,4353.0,Angela's Christmas,Animation,"November 30, 2018",30.0,7.1,English,Movie,Beethoven's 2nd,Rod Daniel,"Charles Grodin, Bonnie Hunt, Nicholle Tom, Christopher Castile, Sarah Rose Karr, Debi Mazar, Chris Penn",United States,"August 1, 2021",1993,PG,88 min,"Children & Family Movies, Comedies","After St. Bernard Beethoven sires a brood with Missy, he and the Newton kids must intervene when Missy's owner tries to sell the puppies.",323.0,831.0,3918.0,Black Fox: The Rise and Fall of Adolf Hitler,1963.0,DOCUMENTARY (Feature),Louis Clyde Stoumen. Producer,1.0,Louis Clyde Stoumen,NA,NA,['Capri Films'. 'Metro-Goldwyn-Mayer'],NA,NA,NA,NA,NA,NA,NA
327.0,4359.0,Rajma Chawal,Comedy-drama,"November 30, 2018",118.0,5.8,Hindi,Movie,Beowulf,Robert Zemeckis,"Ray Winstone, Anthony Hopkins, John Malkovich, Angelina Jolie, Robin Wright, Brendan Gleeson, Crispin Glover, Alison Lohman, Sharisse Baker-Bernard","United States, United Kingdom","August 1, 2021",2007,PG-13,114 min,"Action & Adventure, Sci-Fi & Fantasy",This deftly animated take on a legendary Old English epic tells the timeless tale of a Scandinavian hero who's known for slaying dragons.,324.0,284.0,8195.0,Black Hawk Down,2002.0,CINEMATOGRAPHY,Slawomir Idziak,0.0,Ridley Scott,['Black Hawk Down: A Story of Modern War'. 'by'. 'Mark Bowden'],['Josh Hartnett'. 'Eric Bana'. 'Ewan McGregor'. 'Tom Sizemore'. 'William Fichtner'. 'Sam Shepard'],Sony Pictures Releasing,$110.5 million,110.5,$173 million,173.0,7.7,74.0,76.0
328.0,4370.0,The Christmas Chronicles,Christmas/Fantasy/Adventure/Comedy,"November 22, 2018",104.0,7.0,English,Movie,Boyka: Undisputed,Todor Chapkanov,"Scott Adkins, Teodora Duhovnikova, Alon Aboutboul, Julian Vergov, Brahim Achabbakhe, Paul Chahidi, Petio Petkov, Valentin Ganev, Vlado Mihailov","Bulgaria, United States","August 1, 2021",2016,R,90 min,Action & Adventure,The fourth film in the action franchise finds Boyka taking on brutal gangsters to protect the widow of a man he unintentionally killed in the ring.,325.0,284.0,8205.0,Black Hawk Down,2002.0,DIRECTING,Ridley Scott,0.0,Ridley Scott,['Black Hawk Down: A Story of Modern War'. 'by'. 'Mark Bowden'],['Josh Hartnett'. 'Eric Bana'. 'Ewan McGregor'. 'Tom Sizemore'. 'William Fichtner'. 'Sam Shepard'],Sony Pictures Releasing,$110.5 million,110.5,$173 million,173.0,7.7,74.0,76.0
329.0,4383.0,Cam,Psychological horror,"November 16, 2018",94.0,5.9,English,Movie,Catch Me If You Can,Steven Spielberg,"Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen, Nathalie Baye, Amy Adams, James Brolin, Brian Howe, Frank John Hughes, Steve Eastin","United States, Canada","August 1, 2021",2002,PG-13,142 min,Dramas,"An FBI agent makes it his mission to put cunning con man Frank Abagnale Jr. behind bars. But Frank not only eludes capture, he revels in the pursuit.",326.0,284.0,8218.0,Black Hawk Down,2002.0,FILM EDITING,Pietro Scalia,1.0,Ridley Scott,['Black Hawk Down: A Story of Modern War'. 'by'. 'Mark Bowden'],['Josh Hartnett'. 'Eric Bana'. 'Ewan McGregor'. 'Tom Sizemore'. 'William Fichtner'. 'Sam Shepard'],Sony Pictures Releasing,$110.5 million,110.5,$173 million,173.0,7.7,74.0,76.0
330.0,4386.0,The Ballad of Buster Scruggs,Western,"November 16, 2018",132.0,7.3,English,Movie,Cloudy with a Chance of Meatballs,"Phil Lord, Christopher Miller","Bill Hader, Anna Faris, James Caan, Andy Samberg, Bruce Campbell, Mr. T, Bobb'e J. Thompson, Benjamin Bratt, Neil Patrick Harris, Al Roker","United States, Canada","August 1, 2021",2009,PG,90 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy","When inventor Flint Lockwood makes clouds rain food, the citizens of Chewandswallow can feed themselves. But a bowl of disaster is about to overflow.",327.0,284.0,8256.0,Black Hawk Down,2002.0,SOUND,Michael Minkler. Myron Nettinga. Chris Munro,1.0,Ridley Scott,['Black Hawk Down: A Story of Modern War'. 'by'. 'Mark Bowden'],['Josh Hartnett'. 'Eric Bana'. 'Ewan McGregor'. 'Tom Sizemore'. 'William Fichtner'. 'Sam Shepard'],Sony Pictures Releasing,$110.5 million,110.5,$173 million,173.0,7.7,74.0,76.0
331.0,4399.0,Loudon Wainwright III: Surviving Twin,One-man show,"November 13, 2018",91.0,7.1,English,TV Show,Darwin’s Game,NA,"Yusuke Kobayashi, Reina Ueda, Nichika Omori, Taku Yashiro, Yumiri Hanamori, Ai Kayano, Takehito Koyasu, Yoshitsugu Matsuoka",NA,"August 1, 2021",2020,TV-MA,1 Season,"Anime Series, International TV Shows, TV Thrillers",High schooler Kaname activates a mysterious mobile app and unwittingly joins a game pitting players with supernatural abilities against each other.,328.0,35.0,7625.0,Black Panther,2018.0,ART DIRECTION,Art Direction: Brian Morris. Set Decoration: Philippe Turlure,0.0,Ryan Coogler,['Stan Lee'. 'Jack Kirby'],"['Chadwick Boseman'. 'Michael B. Jordan'. ""Lupita Nyong'o"". 'Danai Gurira'. 'Martin Freeman'. 'Daniel Kaluuya'. 'Letitia Wright'. 'Winston Duke'. 'Angela Bassett'. 'Forest Whitaker'. 'Andy Serkis']",['Walt Disney Studios'. 'Motion Pictures'],$200million,200.0,$1.348billion,1348.0,7.3,88.0,96.0
332.0,4405.0,Outlaw King,Historical-epic,"November 9, 2018",121.0,6.9,English,Movie,Deep Blue Sea,Renny Harlin,"Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie, Michael Rapaport, Stellan Skarsgård, LL Cool J, Aida Turturro, Cristos, Daniel Rey","United States, Mexico","August 1, 2021",1999,R,105 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.,329.0,35.0,7629.0,Black Panther,2018.0,CINEMATOGRAPHY,Darius Khondji,0.0,Ryan Coogler,['Stan Lee'. 'Jack Kirby'],"['Chadwick Boseman'. 'Michael B. Jordan'. ""Lupita Nyong'o"". 'Danai Gurira'. 'Martin Freeman'. 'Daniel Kaluuya'. 'Letitia Wright'. 'Winston Duke'. 'Angela Bassett'. 'Forest Whitaker'. 'Andy Serkis']",['Walt Disney Studios'. 'Motion Pictures'],$200million,200.0,$1.348billion,1348.0,7.3,88.0,96.0
333.0,4418.0,The Holiday Calendar,Romantic comedy,"November 2, 2018",95.0,5.7,English,Movie,Ferris Bueller's Day Off,John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones, Jennifer Grey, Cindy Pickett, Lyman Ward, Edie McClurg, Charlie Sheen, Kristy Swanson, Ben Stein, Del Close",United States,"August 1, 2021",1986,PG-13,103 min,"Classic Movies, Comedies, Cult Movies","After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend.",330.0,35.0,7654.0,Black Panther,2018.0,FILM EDITING,Gerry Hambling,0.0,Ryan Coogler,['Stan Lee'. 'Jack Kirby'],"['Chadwick Boseman'. 'Michael B. Jordan'. ""Lupita Nyong'o"". 'Danai Gurira'. 'Martin Freeman'. 'Daniel Kaluuya'. 'Letitia Wright'. 'Winston Duke'. 'Angela Bassett'. 'Forest Whitaker'. 'Andy Serkis']",['Walt Disney Studios'. 'Motion Pictures'],$200million,200.0,$1.348billion,1348.0,7.3,88.0,96.0
334.0,4419.0,The Other Side of the Wind,Drama,"November 2, 2018",122.0,6.8,English,Movie,Five Feet Apart,Justin Baldoni,"Haley Lu Richardson, Cole Sprouse, Moisés Arias, Kimberly Hébert Gregory, Parminder Nagra, Claire Forlani, Emily Baldoni, Gary Weeks, Cynthia Evans",United States,"August 1, 2021",2019,PG-13,116 min,"Dramas, Romantic Movies",A teen with cystic fibrosis shakes up her daily routine and challenges hospital protocol when she falls for a fellow patient.,331.0,35.0,7680.0,Black Panther,2018.0,MUSIC (Original Song),Music by Andrew Lloyd Webber. Lyric by Tim Rice,1.0,Ryan Coogler,['Stan Lee'. 'Jack Kirby'],"['Chadwick Boseman'. 'Michael B. Jordan'. ""Lupita Nyong'o"". 'Danai Gurira'. 'Martin Freeman'. 'Daniel Kaluuya'. 'Letitia Wright'. 'Winston Duke'. 'Angela Bassett'. 'Forest Whitaker'. 'Andy Serkis']",['Walt Disney Studios'. 'Motion Pictures'],$200million,200.0,$1.348billion,1348.0,7.3,88.0,96.0
335.0,4476.0,Shirkers,Documentary,"October 26, 2018",97.0,7.4,English,Movie,Freedomland,Joe Roth,"Samuel L. Jackson, Julianne Moore, Edie Falco, Ron Eldard, William Forsythe, Aunjanue Ellis, Anthony Mackie, LaTanya Richardson Jackson, Clarke Peters, Peter Friedman, Domenick Lombardozzi",United States,"August 1, 2021",2006,R,113 min,"Dramas, Thrillers","When a woman reports that her infant son was kidnapped by a black man, an African American detective and a white activist team up to dig for details.",332.0,35.0,7696.0,Black Panther,2018.0,SOUND,Andy Nelson. Anna Behlmer. Ken Weston,0.0,Ryan Coogler,['Stan Lee'. 'Jack Kirby'],"['Chadwick Boseman'. 'Michael B. Jordan'. ""Lupita Nyong'o"". 'Danai Gurira'. 'Martin Freeman'. 'Daniel Kaluuya'. 'Letitia Wright'. 'Winston Duke'. 'Angela Bassett'. 'Forest Whitaker'. 'Andy Serkis']",['Walt Disney Studios'. 'Motion Pictures'],$200million,200.0,$1.348billion,1348.0,7.3,88.0,96.0
336.0,4472.0,Been So Long,Musical,"October 26, 2018",100.0,5.5,English,TV Show,Friday Night Lights,NA,"Kyle Chandler, Connie Britton, Aimee Teegarden, Taylor Kitsch, Jesse Plemons, Minka Kelly, Zach Gilford, Adrianne Palicki, Derek Phillips, Brad Leland, Gaius Charles, Timothy F. Crowley, Louanne Stephens, Stacey Oristano, Scott Porter",NA,"August 1, 2021",2010,TV-14,5 Seasons,"TV Dramas, Teen TV Shows",Eric Taylor faces enormous pressure when he signs on as the new coach of a small-town Texas football team that's poised to win the state championship.,333.0,158.0,9209.0,Black Swan,2011.0,ACTRESS IN A LEADING ROLE,Natalie Portman,1.0,Darren Aronofsky,NA,['Natalie Portman'. 'Vincent Cassel'. 'Mila Kunis'. 'Barbara Hershey'. 'Winona Ryder'],Fox Searchlight Pictures,$13 million,13.0,$329.4 million,329.4,8.0,79.0,85.0
337.0,4501.0,The Night Comes for Us,Action-thriller,"October 19, 2018",121.0,7.0,Indonesian,Movie,Good Luck Chuck,Mark Helfrich,"Dane Cook, Jessica Alba, Dan Fogler, Ellia English, Sasha Pieterse, Annie Wood, Lonny Ross, Chelan Simmons, Simone Bailly, Jodelle Ferland, Crystal Lowe, Troy Gentile, Georgia Craig, Michelle Harrison, Chiara Zanni","United States, Canada","August 1, 2021",2007,R,99 min,"Comedies, Romantic Movies","Every time Chuck breaks up with a girlfriend, she ends up engaged to her next boyfriend. Soon, women are dating Chuck in hopes of meeting Mr. Right.",334.0,158.0,9224.0,Black Swan,2011.0,CINEMATOGRAPHY,Matthew Libatique,0.0,Darren Aronofsky,NA,['Natalie Portman'. 'Vincent Cassel'. 'Mila Kunis'. 'Barbara Hershey'. 'Winona Ryder'],Fox Searchlight Pictures,$13 million,13.0,$329.4 million,329.4,8.0,79.0,85.0
338.0,4511.0,Apostle,Horror-thriller,"October 12, 2018",129.0,6.3,English,TV Show,Hunter X Hunter (2011),NA,"Megumi Han, Mariya Ise, Keiji Fujiwara, Miyuki Sawashiro, Daisuke Namikawa",Japan,"August 1, 2021",2014,TV-14,6 Seasons,"Anime Series, International TV Shows","To fulfill his dreams of becoming a legendary Hunter like his dad, a young boy must pass a rigorous examination and find his missing father.",335.0,158.0,9234.0,Black Swan,2011.0,DIRECTING,Darren Aronofsky,0.0,Darren Aronofsky,NA,['Natalie Portman'. 'Vincent Cassel'. 'Mila Kunis'. 'Barbara Hershey'. 'Winona Ryder'],Fox Searchlight Pictures,$13 million,13.0,$329.4 million,329.4,8.0,79.0,85.0
339.0,4514.0,Feminists: What Were They Thinking?,Documentary,"October 12, 2018",86.0,7.0,English,Movie,I missed you: Director's Cut,"Mag Hsu, Hsu Chih-yen","Wu Kang-ren, Eve Ai, Fu Meng-po, Lin Mei-hsiu, 9m88",NA,"August 1, 2021",2021,TV-14,96 min,"Dramas, Independent Movies, International Movies",A workaholic reconnects with two men she blocked on social media five years ago and begins to reflect on her past life choices.,336.0,158.0,9249.0,Black Swan,2011.0,FILM EDITING,Andrew Weisblum,0.0,Darren Aronofsky,NA,['Natalie Portman'. 'Vincent Cassel'. 'Mila Kunis'. 'Barbara Hershey'. 'Winona Ryder'],Fox Searchlight Pictures,$13 million,13.0,$329.4 million,329.4,8.0,79.0,85.0
340.0,4534.0,Private Life,Drama,"October 5, 2018",124.0,7.2,English,Movie,Inception,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page, Tom Hardy, Ken Watanabe, Dileep Rao, Cillian Murphy, Tom Berenger, Marion Cotillard, Pete Postlethwaite, Michael Caine, Lukas Haas","United States, United Kingdom","August 1, 2021",2010,PG-13,148 min,"Action & Adventure, Sci-Fi & Fantasy, Thrillers",A troubled thief who extracts secrets from people's dreams takes one last job: leading a dangerous mission to plant an idea in a target's subconscious.,337.0,158.0,9271.0,Black Swan,2011.0,BEST PICTURE,Mike Medavoy. Brian Oliver and Scott Franklin. Producers,0.0,Darren Aronofsky,NA,['Natalie Portman'. 'Vincent Cassel'. 'Mila Kunis'. 'Barbara Hershey'. 'Winona Ryder'],Fox Searchlight Pictures,$13 million,13.0,$329.4 million,329.4,8.0,79.0,85.0
341.0,4620.0,Hold the Dark,Thriller,"September 28, 2018",125.0,5.6,English,Movie,Magnolia,Paul Thomas Anderson,"John C. Reilly, Philip Baker Hall, Tom Cruise, Julianne Moore, Philip Seymour Hoffman, William H. Macy, Jeremy Blackman, Jason Robards, Melinda Dillon, April Grace, Luis Guzmán, Ricky Jay, Alfred Molina, Michael Murphy, Melora Walters",United States,"August 1, 2021",1999,R,189 min,"Dramas, Independent Movies","Through chance, history and divine intervention, a cast of eclectic characters weaves and warps through each other's lives on a random day in California.",338.0,39.0,10205.0,BlacKkKlansman,2019.0,ACTOR IN A SUPPORTING ROLE,Adam Driver,0.0,Spike Lee,['Black Klansman'. 'by'. 'Ron Stallworth'],['John David Washington'. 'Adam Driver'. 'Laura Harrier'. 'Topher Grace'],Focus Features,$15 million,15.0,$93.4 million,93.4,7.5,83.0,96.0
342.0,4626.0,Two Catalonias,Documentary,"September 28, 2018",116.0,6.4,Spanish/Catalan,Movie,Major Payne,Nick Castle,"Damon Wayans, Karyn Parsons, William Hickey, Michael Ironside, Albert Hall, Ross Bickell, Orlando Brown, Peyton Chesson-Fohl, Steven Martini",United States,"August 1, 2021",1995,PG-13,97 min,Comedies,A hardened Marine is given his marching orders and must now lead a disorderly group of mismatched cadets into a junior ROTC competition.,339.0,39.0,10237.0,BlacKkKlansman,2019.0,DIRECTING,Spike Lee,0.0,Spike Lee,['Black Klansman'. 'by'. 'Ron Stallworth'],['John David Washington'. 'Adam Driver'. 'Laura Harrier'. 'Topher Grace'],Focus Features,$15 million,15.0,$93.4 million,93.4,7.5,83.0,96.0
343.0,4631.0,Quincy,Documentary,"September 21, 2018",124.0,7.6,English,Movie,My Girl,Howard Zieff,"Dan Aykroyd, Jamie Lee Curtis, Macaulay Culkin, Anna Chlumsky, Richard Masur, Griffin Dunne, Ann Nelson, Peter Michael Goetz, Jane Hallaren, Anthony R. Jones",United States,"August 1, 2021",1991,PG-13,102 min,Dramas,This coming-of-age charmer follows a summer in the life of an 11-year-old girl who learns about love and loss as she grapples with profound changes.,340.0,39.0,10252.0,BlacKkKlansman,2019.0,FILM EDITING,Barry Alexander Brown,0.0,Spike Lee,['Black Klansman'. 'by'. 'Ron Stallworth'],['John David Washington'. 'Adam Driver'. 'Laura Harrier'. 'Topher Grace'],Focus Features,$15 million,15.0,$93.4 million,93.4,7.5,83.0,96.0
344.0,4642.0,The Angel,Spy thriller,"September 14, 2018",114.0,6.6,English,Movie,My Girl 2,Howard Zieff,"Anna Chlumsky, Austin O'Brien, Dan Aykroyd, Jamie Lee Curtis, Richard Masur, Christine Ebersole, Angeline Ball",United States,"August 1, 2021",1994,PG,99 min,"Children & Family Movies, Comedies, Dramas",A teen makes surprising discoveries when she talks to her dead mother's high school friends for an essay about someone she admires but has never met.,341.0,39.0,10266.0,BlacKkKlansman,2019.0,MUSIC (Original Score),Terence Blanchard,0.0,Spike Lee,['Black Klansman'. 'by'. 'Ron Stallworth'],['John David Washington'. 'Adam Driver'. 'Laura Harrier'. 'Topher Grace'],Focus Features,$15 million,15.0,$93.4 million,93.4,7.5,83.0,96.0
